POST_NAME,ET_DESC,ET_PRIM_REASON,ET_PRIM_DESC,ET_SEC_REASON,ET_SEC_DESC,Count of VOL_ID
LIBERIA,RESIGNATION,610,romantic interest,,,1
LIBERIA,RESIGNATION,712,unrealistic expectations,,,3
LIBERIA,RESIGNATION,712,unrealistic expectations,311,emotional/mental health,1
LIBERIA,RESIGNATION,712,unrealistic expectations,415,other country assignment/adaptation,1
LITHUANIA,RESIGNATION,,,,,11
LITHUANIA,RESIGNATION,200,Adaptation,,,6
LITHUANIA,RESIGNATION,116,death/illness of close friend or family member,111,medical support,1
LITHUANIA,RESIGNATION,400,Job Related,,,3
LITHUANIA,RESIGNATION,300,Medical Concerns,,,2
LITHUANIA,RESIGNATION,600,Other,,,1
LITHUANIA,RESIGNATION,100,Personal/Family,,,6
LITHUANIA,RESIGNATION,100,Personal/Family,200,Adaptation,1
LITHUANIA,RESIGNATION,100,Personal/Family,400,Job Related,2
LITHUANIA,RESIGNATION,0,Prefer not to respond,,,1
LITHUANIA,RESIGNATION,210,technical skills,215,project/site development,1
MADAGASCAR,RESIGNATION,,,,,101
MADAGASCAR,RESIGNATION,200,Adaptation,,,6
MADAGASCAR,RESIGNATION,112,administrative support,510,crime and personal safety,1
MADAGASCAR,RESIGNATION,313,alcohol,,,1
MADAGASCAR,RESIGNATION,214,amount of work,,,2
MADAGASCAR,RESIGNATION,214,amount of work,215,project/site development,3
MADAGASCAR,RESIGNATION,510,crime and personal safety,512,sexual assault/harassment,1
MADAGASCAR,RESIGNATION,116,death/illness of close friend or family member,,,1
MADAGASCAR,RESIGNATION,311,emotional/mental health,,,11
MADAGASCAR,RESIGNATION,311,emotional/mental health,611,further education,1
MADAGASCAR,RESIGNATION,311,emotional/mental health,616,other personal/family related,1
MADAGASCAR,RESIGNATION,311,emotional/mental health,413,site location,1
MADAGASCAR,RESIGNATION,613,financial,,,1
MADAGASCAR,RESIGNATION,615,friend(s) or other family responsibility,,,9
MADAGASCAR,RESIGNATION,615,friend(s) or other family responsibility,212,host country counterpart/support,1
MADAGASCAR,RESIGNATION,611,further education,,,7
MADAGASCAR,RESIGNATION,611,further education,612,other career opportunity,1
MADAGASCAR,RESIGNATION,411,host community/host family,,,3
MADAGASCAR,RESIGNATION,212,host country counterpart/support,214,amount of work,1
MADAGASCAR,RESIGNATION,212,host country counterpart/support,412,living arrangements/housing location,1
MADAGASCAR,RESIGNATION,212,host country counterpart/support,514,other personal safety,1
MADAGASCAR,RESIGNATION,410,host country culture,,,1
MADAGASCAR,RESIGNATION,410,host country culture,110,technical support,1
MADAGASCAR,RESIGNATION,400,Job Related,200,Adaptation,1
MADAGASCAR,RESIGNATION,211,language skills,,,1
MADAGASCAR,RESIGNATION,211,language skills,311,emotional/mental health,2
MADAGASCAR,RESIGNATION,211,language skills,213,matching skills with work assignment,1
MADAGASCAR,RESIGNATION,213,matching skills with work assignment,413,site location,1
MADAGASCAR,RESIGNATION,300,Medical Concerns,,,4
MADAGASCAR,RESIGNATION,111,medical support,,,1
MADAGASCAR,RESIGNATION,111,medical support,215,project/site development,1
MADAGASCAR,RESIGNATION,716,other (please explain),216,political/civil unrest,1
MADAGASCAR,RESIGNATION,716,other (please explain),110,technical support,1
MADAGASCAR,RESIGNATION,612,other career opportunity,,,3
MADAGASCAR,RESIGNATION,612,other career opportunity,311,emotional/mental health,1
MADAGASCAR,RESIGNATION,612,other career opportunity,613,financial,1
MADAGASCAR,RESIGNATION,612,other career opportunity,616,other personal/family related,2
MADAGASCAR,RESIGNATION,612,other career opportunity,610,romantic interest,1
MADAGASCAR,RESIGNATION,415,other country assignment/adaptation,310,physical health,1
MADAGASCAR,RESIGNATION,120,other family,,,1
MADAGASCAR,RESIGNATION,616,other personal/family related,,,19
MADAGASCAR,RESIGNATION,616,other personal/family related,112,administrative support,1
MADAGASCAR,RESIGNATION,616,other personal/family related,615,friend(s) or other family responsibility,1
MADAGASCAR,RESIGNATION,616,other personal/family related,114,Peace Corps staff in country,1
MADAGASCAR,RESIGNATION,217,other program/work assignment,410,host country culture,1
MADAGASCAR,RESIGNATION,217,other program/work assignment,616,other personal/family related,1
MADAGASCAR,RESIGNATION,217,other program/work assignment,216,political/civil unrest,1
MADAGASCAR,RESIGNATION,221,other program/work related (please explain),415,other country assignment/adaptation,1
MADAGASCAR,RESIGNATION,221,other program/work related (please explain),210,technical skills,1
MADAGASCAR,RESIGNATION,711,other volunteers/trainees,,,2
MADAGASCAR,RESIGNATION,113,Peace Corps policies,,,3
MADAGASCAR,RESIGNATION,113,Peace Corps policies,710,resignation in lieu of administrative separation,1
MADAGASCAR,RESIGNATION,500,Personal Safety,,,2
MADAGASCAR,RESIGNATION,500,Personal Safety,200,Adaptation,1
MADAGASCAR,RESIGNATION,100,Personal/Family,,,10
MADAGASCAR,RESIGNATION,100,Personal/Family,300,Medical Concerns,1
MADAGASCAR,RESIGNATION,310,physical health,,,9
MADAGASCAR,RESIGNATION,310,physical health,210,technical skills,1
MADAGASCAR,RESIGNATION,216,political/civil unrest,410,host country culture,1
MADAGASCAR,RESIGNATION,0,Prefer not to respond,,,2
MADAGASCAR,RESIGNATION,215,project/site development,,,3
MADAGASCAR,RESIGNATION,215,project/site development,615,friend(s) or other family responsibility,1
MADAGASCAR,RESIGNATION,215,project/site development,221,other program/work related (please explain),2
MADAGASCAR,RESIGNATION,215,project/site development,414,preferred another country/region,1
MADAGASCAR,RESIGNATION,215,project/site development,210,technical skills,1
MADAGASCAR,RESIGNATION,218,received inaccurate information re: assignment,120,other family,1
MADAGASCAR,RESIGNATION,710,resignation in lieu of administrative separation,,,21
MADAGASCAR,RESIGNATION,610,romantic interest,,,2
MADAGASCAR,RESIGNATION,413,site location,215,project/site development,1
MADAGASCAR,RESIGNATION,614,spousal responsibility,,,2
MADAGASCAR,RESIGNATION,110,technical support,111,medical support,1
MADAGASCAR,RESIGNATION,110,technical support,716,other (please explain),1
MADAGASCAR,RESIGNATION,110,technical support,215,project/site development,1
MADAGASCAR,RESIGNATION,712,unrealistic expectations,,,9
MADAGASCAR,RESIGNATION,712,unrealistic expectations,310,physical health,1
MALAWI,RESIGNATION,,,,,166
MALAWI,RESIGNATION,200,Adaptation,,,9
MALAWI,RESIGNATION,200,Adaptation,300,Medical Concerns,2
MALAWI,RESIGNATION,200,Adaptation,600,Other,2
MALAWI,RESIGNATION,112,administrative support,310,physical health,1
MALAWI,RESIGNATION,116,death/illness of close friend or family member,,,1
MALAWI,RESIGNATION,118,early termination of spouse,,,1
MALAWI,RESIGNATION,311,emotional/mental health,,,5
MALAWI,RESIGNATION,311,emotional/mental health,616,other personal/family related,1
MALAWI,RESIGNATION,311,emotional/mental health,711,other volunteers/trainees,1
MALAWI,RESIGNATION,615,friend(s) or other family responsibility,,,9
MALAWI,RESIGNATION,611,further education,,,2
MALAWI,RESIGNATION,611,further education,214,amount of work,1
MALAWI,RESIGNATION,410,host country culture,,,2
MALAWI,RESIGNATION,400,Job Related,,,5
MALAWI,RESIGNATION,213,matching skills with work assignment,,,2
MALAWI,RESIGNATION,213,matching skills with work assignment,412,living arrangements/housing location,1
MALAWI,RESIGNATION,300,Medical Concerns,,,3
MALAWI,RESIGNATION,600,Other,,,3
MALAWI,RESIGNATION,612,other career opportunity,,,15
MALAWI,RESIGNATION,612,other career opportunity,217,other program/work assignment,1
MALAWI,RESIGNATION,415,other country assignment/adaptation,217,other program/work assignment,1
MALAWI,RESIGNATION,514,other personal safety,,,1
MALAWI,RESIGNATION,514,other personal safety,115,other Peace Corps support,1
MALAWI,RESIGNATION,514,other personal safety,616,other personal/family related,1
MALAWI,RESIGNATION,616,other personal/family related,,,46
MALAWI,RESIGNATION,616,other personal/family related,612,other career opportunity,4
MALAWI,RESIGNATION,217,other program/work assignment,,,7
MALAWI,RESIGNATION,217,other program/work assignment,212,host country counterpart/support,1
MALAWI,RESIGNATION,217,other program/work assignment,213,matching skills with work assignment,1
MALAWI,RESIGNATION,221,other program/work related (please explain),415,other country assignment/adaptation,1
MALAWI,RESIGNATION,711,other volunteers/trainees,113,Peace Corps policies,3
MALAWI,RESIGNATION,113,Peace Corps policies,,,5
MALAWI,RESIGNATION,113,Peace Corps policies,616,other personal/family related,1
MALAWI,RESIGNATION,500,Personal Safety,,,1
MALAWI,RESIGNATION,100,Personal/Family,,,17
MALAWI,RESIGNATION,100,Personal/Family,200,Adaptation,1
MALAWI,RESIGNATION,100,Personal/Family,400,Job Related,1
MALAWI,RESIGNATION,310,physical health,,,1
MALAWI,RESIGNATION,310,physical health,615,friend(s) or other family responsibility,1
MALAWI,RESIGNATION,310,physical health,616,other personal/family related,1
MALAWI,RESIGNATION,0,Prefer not to respond,,,2
MALAWI,RESIGNATION,710,resignation in lieu of administrative separation,,,8
MALAWI,RESIGNATION,710,resignation in lieu of administrative separation,312,illegal substance,1
MALAWI,RESIGNATION,710,resignation in lieu of administrative separation,113,Peace Corps policies,1
MALAWI,RESIGNATION,610,romantic interest,,,1
MALAWI,RESIGNATION,712,unrealistic expectations,,,3
MALAWI,RESIGNATION,712,unrealistic expectations,116,death/illness of close friend or family member,1
MALAWI,RESIGNATION,712,unrealistic expectations,711,other volunteers/trainees,1
MALAWI,RESIGNATION,700,V/T Prefers Not to Respond,,,1
MALI,RESIGNATION,,,,,228
MALI,RESIGNATION,200,Adaptation,,,2
MALI,RESIGNATION,200,Adaptation,300,Medical Concerns,1
MALI,RESIGNATION,200,Adaptation,100,Personal/Family,1
MALI,RESIGNATION,313,alcohol,,,1
MALI,RESIGNATION,214,amount of work,,,1
MALI,RESIGNATION,311,emotional/mental health,,,3
MALI,RESIGNATION,311,emotional/mental health,310,physical health,2
MALI,RESIGNATION,615,friend(s) or other family responsibility,616,other personal/family related,1
MALI,RESIGNATION,611,further education,,,2
MALI,RESIGNATION,212,host country counterpart/support,311,emotional/mental health,1
MALI,RESIGNATION,410,host country culture,612,other career opportunity,1
MALI,RESIGNATION,400,Job Related,,,3
MALI,RESIGNATION,211,language skills,311,emotional/mental health,1
MALI,RESIGNATION,213,matching skills with work assignment,710,resignation in lieu of administrative separation,1
MALI,RESIGNATION,213,matching skills with work assignment,712,unrealistic expectations,1
MALI,RESIGNATION,300,Medical Concerns,,,1
MALI,RESIGNATION,612,other career opportunity,,,1
MALI,RESIGNATION,612,other career opportunity,412,living arrangements/housing location,1
MALI,RESIGNATION,616,other personal/family related,,,2
MALI,RESIGNATION,616,other personal/family related,510,crime and personal safety,1
MALI,RESIGNATION,616,other personal/family related,612,other career opportunity,2
MALI,RESIGNATION,616,other personal/family related,610,romantic interest,1
MALI,RESIGNATION,114,Peace Corps staff in country,,,2
MALI,RESIGNATION,100,Personal/Family,,,4
MALI,RESIGNATION,310,physical health,,,1
MALI,RESIGNATION,310,physical health,311,emotional/mental health,1
MALI,RESIGNATION,710,resignation in lieu of administrative separation,,,6
MALI,RESIGNATION,610,romantic interest,614,spousal responsibility,1
MALI,RESIGNATION,413,site location,,,1
MALI,RESIGNATION,712,unrealistic expectations,,,1
MALI,RESIGNATION,700,V/T Prefers Not to Respond,,,1
MALTA,RESIGNATION,600,Other,,,1
MALTA,RESIGNATION,100,Personal/Family,,,1
MARSHALL ISLANDS,RESIGNATION,,,,,1
MARSHALL ISLANDS,RESIGNATION,111,medical support,310,physical health,1
MARSHALL ISLANDS,RESIGNATION,415,other country assignment/adaptation,310,physical health,1
MARSHALL ISLANDS,RESIGNATION,415,other country assignment/adaptation,215,project/site development,1
MARSHALL ISLANDS,RESIGNATION,221,other program/work related (please explain),217,other program/work assignment,1
MARSHALL ISLANDS,RESIGNATION,310,physical health,,,1
MARSHALL ISLANDS,RESIGNATION,210,technical skills,221,other program/work related (please explain),1
MARSHALL ISLANDS,RESIGNATION,210,technical skills,310,physical health,1
MARSHALL ISLANDS,RESIGNATION,210,technical skills,215,project/site development,1
MAURITANIA,RESIGNATION,,,,,147
MAURITANIA,RESIGNATION,200,Adaptation,,,1
MAURITANIA,RESIGNATION,111,medical support,,,1
MAURITANIA,RESIGNATION,111,medical support,100,Personal/Family,1
MAURITANIA,RESIGNATION,111,medical support,413,site location,1
MAURITANIA,RESIGNATION,600,Other,,,2
MAURITANIA,RESIGNATION,120,other family,212,host country counterpart/support,1
MAURITANIA,RESIGNATION,221,other program/work related (please explain),,,1
MAURITANIA,RESIGNATION,100,Personal/Family,,,2
MAURITANIA,RESIGNATION,0,Prefer not to respond,,,12
MAURITANIA,RESIGNATION,414,preferred another country/region,110,technical support,1
MEXICO,RESIGNATION,,,,,10
MEXICO,RESIGNATION,214,amount of work,212,host country counterpart/support,1
MEXICO,RESIGNATION,311,emotional/mental health,712,unrealistic expectations,1
MEXICO,RESIGNATION,613,financial,616,other personal/family related,1
MEXICO,RESIGNATION,615,friend(s) or other family responsibility,,,1
MEXICO,RESIGNATION,615,friend(s) or other family responsibility,613,financial,1
MEXICO,RESIGNATION,615,friend(s) or other family responsibility,616,other personal/family related,1
MEXICO,RESIGNATION,611,further education,,,6
MEXICO,RESIGNATION,411,host community/host family,113,Peace Corps policies,1
MEXICO,RESIGNATION,212,host country counterpart/support,,,1
MEXICO,RESIGNATION,213,matching skills with work assignment,,,1
MEXICO,RESIGNATION,213,matching skills with work assignment,712,unrealistic expectations,1
MEXICO,RESIGNATION,612,other career opportunity,,,17
MEXICO,RESIGNATION,612,other career opportunity,613,financial,1
MEXICO,RESIGNATION,115,other Peace Corps support,,,1
MEXICO,RESIGNATION,616,other personal/family related,,,28
MEXICO,RESIGNATION,616,other personal/family related,410,host country culture,1
MEXICO,RESIGNATION,616,other personal/family related,211,language skills,2
MEXICO,RESIGNATION,616,other personal/family related,712,unrealistic expectations,1
MEXICO,RESIGNATION,217,other program/work assignment,,,1
MEXICO,RESIGNATION,217,other program/work assignment,311,emotional/mental health,1
MEXICO,RESIGNATION,217,other program/work assignment,213,matching skills with work assignment,1
MEXICO,RESIGNATION,113,Peace Corps policies,,,2
MEXICO,RESIGNATION,113,Peace Corps policies,712,unrealistic expectations,1
MEXICO,RESIGNATION,114,Peace Corps staff in country,613,financial,1
MEXICO,RESIGNATION,310,physical health,,,3
MEXICO,RESIGNATION,310,physical health,311,emotional/mental health,1
MEXICO,RESIGNATION,414,preferred another country/region,,,1
MEXICO,RESIGNATION,710,resignation in lieu of administrative separation,,,6
MEXICO,RESIGNATION,610,romantic interest,,,1
MEXICO,RESIGNATION,413,site location,,,1
MEXICO,RESIGNATION,413,site location,213,matching skills with work assignment,1
MEXICO,RESIGNATION,614,spousal responsibility,,,2
MEXICO,RESIGNATION,712,unrealistic expectations,,,1
MEXICO,RESIGNATION,712,unrealistic expectations,212,host country counterpart/support,1
MICRONESIA,RESIGNATION,,,,,97
MICRONESIA,RESIGNATION,200,Adaptation,,,6
MICRONESIA,RESIGNATION,112,administrative support,,,1
MICRONESIA,RESIGNATION,313,alcohol,310,physical health,1
MICRONESIA,RESIGNATION,214,amount of work,100,Personal/Family,1
MICRONESIA,RESIGNATION,219,assignment not development work/not needed,716,other (please explain),1
MICRONESIA,RESIGNATION,510,crime and personal safety,,,1
MICRONESIA,RESIGNATION,116,death/illness of close friend or family member,,,1
MICRONESIA,RESIGNATION,116,death/illness of close friend or family member,219,assignment not development work/not needed,1
MICRONESIA,RESIGNATION,615,friend(s) or other family responsibility,,,2
MICRONESIA,RESIGNATION,615,friend(s) or other family responsibility,616,other personal/family related,2
MICRONESIA,RESIGNATION,611,further education,,,4
MICRONESIA,RESIGNATION,411,host community/host family,611,further education,1
MICRONESIA,RESIGNATION,411,host community/host family,412,living arrangements/housing location,1
MICRONESIA,RESIGNATION,411,host community/host family,213,matching skills with work assignment,1
MICRONESIA,RESIGNATION,411,host community/host family,616,other personal/family related,1
MICRONESIA,RESIGNATION,212,host country counterpart/support,,,1
MICRONESIA,RESIGNATION,212,host country counterpart/support,112,administrative support,1
MICRONESIA,RESIGNATION,212,host country counterpart/support,615,friend(s) or other family responsibility,1
MICRONESIA,RESIGNATION,410,host country culture,,,1
MICRONESIA,RESIGNATION,410,host country culture,214,amount of work,1
MICRONESIA,RESIGNATION,410,host country culture,712,unrealistic expectations,1
MICRONESIA,RESIGNATION,400,Job Related,,,2
MICRONESIA,RESIGNATION,213,matching skills with work assignment,,,2
MICRONESIA,RESIGNATION,213,matching skills with work assignment,411,host community/host family,1
MICRONESIA,RESIGNATION,213,matching skills with work assignment,410,host country culture,1
MICRONESIA,RESIGNATION,213,matching skills with work assignment,111,medical support,1
MICRONESIA,RESIGNATION,213,matching skills with work assignment,210,technical skills,1
MICRONESIA,RESIGNATION,600,Other,,,1
MICRONESIA,RESIGNATION,716,other (please explain),214,amount of work,1
MICRONESIA,RESIGNATION,612,other career opportunity,,,4
MICRONESIA,RESIGNATION,514,other personal safety,112,administrative support,1
MICRONESIA,RESIGNATION,514,other personal safety,410,host country culture,1
MICRONESIA,RESIGNATION,616,other personal/family related,,,10
MICRONESIA,RESIGNATION,616,other personal/family related,212,host country counterpart/support,1
MICRONESIA,RESIGNATION,616,other personal/family related,213,matching skills with work assignment,1
MICRONESIA,RESIGNATION,217,other program/work assignment,415,other country assignment/adaptation,1
MICRONESIA,RESIGNATION,217,other program/work assignment,114,Peace Corps staff in country,1
MICRONESIA,RESIGNATION,217,other program/work assignment,310,physical health,1
MICRONESIA,RESIGNATION,113,Peace Corps policies,,,6
MICRONESIA,RESIGNATION,113,Peace Corps policies,410,host country culture,1
MICRONESIA,RESIGNATION,113,Peace Corps policies,215,project/site development,1
MICRONESIA,RESIGNATION,114,Peace Corps staff in country,,,1
MICRONESIA,RESIGNATION,114,Peace Corps staff in country,216,political/civil unrest,1
MICRONESIA,RESIGNATION,500,Personal Safety,,,1
MICRONESIA,RESIGNATION,100,Personal/Family,,,14
MICRONESIA,RESIGNATION,100,Personal/Family,200,Adaptation,2
MICRONESIA,RESIGNATION,310,physical health,,,4
MICRONESIA,RESIGNATION,310,physical health,212,host country counterpart/support,1
MICRONESIA,RESIGNATION,216,political/civil unrest,411,host community/host family,1
MICRONESIA,RESIGNATION,0,Prefer not to respond,,,1
MICRONESIA,RESIGNATION,414,preferred another country/region,,,1
MICRONESIA,RESIGNATION,710,resignation in lieu of administrative separation,,,2
MICRONESIA,RESIGNATION,710,resignation in lieu of administrative separation,213,matching skills with work assignment,1
MICRONESIA,RESIGNATION,610,romantic interest,,,2
MICRONESIA,RESIGNATION,610,romantic interest,615,friend(s) or other family responsibility,1
MICRONESIA,RESIGNATION,610,romantic interest,611,further education,1
MICRONESIA,RESIGNATION,610,romantic interest,410,host country culture,2
MICRONESIA,RESIGNATION,610,romantic interest,616,other personal/family related,1
MICRONESIA,RESIGNATION,610,romantic interest,310,physical health,1
MICRONESIA,RESIGNATION,413,site location,,,1
MICRONESIA,RESIGNATION,614,spousal responsibility,,,1
MICRONESIA,RESIGNATION,614,spousal responsibility,311,emotional/mental health,1
MICRONESIA,RESIGNATION,614,spousal responsibility,616,other personal/family related,1
MICRONESIA,RESIGNATION,614,spousal responsibility,711,other volunteers/trainees,1
MICRONESIA,RESIGNATION,614,spousal responsibility,310,physical health,1
MICRONESIA,RESIGNATION,210,technical skills,,,1
MICRONESIA,RESIGNATION,110,technical support,114,Peace Corps staff in country,1
MICRONESIA,RESIGNATION,712,unrealistic expectations,,,5
MICRONESIA,RESIGNATION,712,unrealistic expectations,713,conflict with Volunteers/trainees,1
MICRONESIA,RESIGNATION,700,V/T Prefers Not to Respond,,,2
MOLDOVA,RESIGNATION,,,,,126
MOLDOVA,RESIGNATION,200,Adaptation,,,3
MOLDOVA,RESIGNATION,200,Adaptation,400,Job Related,3
MOLDOVA,RESIGNATION,200,Adaptation,300,Medical Concerns,2
MOLDOVA,RESIGNATION,200,Adaptation,500,Personal Safety,2
MOLDOVA,RESIGNATION,112,administrative support,116,death/illness of close friend or family member,1
MOLDOVA,RESIGNATION,214,amount of work,,,1
MOLDOVA,RESIGNATION,214,amount of work,212,host country counterpart/support,1
MOLDOVA,RESIGNATION,214,amount of work,410,host country culture,1
MOLDOVA,RESIGNATION,214,amount of work,610,romantic interest,1
MOLDOVA,RESIGNATION,510,crime and personal safety,,,1
MOLDOVA,RESIGNATION,510,crime and personal safety,712,unrealistic expectations,1
MOLDOVA,RESIGNATION,116,death/illness of close friend or family member,,,4
MOLDOVA,RESIGNATION,311,emotional/mental health,,,5
MOLDOVA,RESIGNATION,311,emotional/mental health,112,administrative support,1
MOLDOVA,RESIGNATION,311,emotional/mental health,212,host country counterpart/support,1
MOLDOVA,RESIGNATION,311,emotional/mental health,612,other career opportunity,1
MOLDOVA,RESIGNATION,311,emotional/mental health,616,other personal/family related,1
MOLDOVA,RESIGNATION,311,emotional/mental health,310,physical health,2
MOLDOVA,RESIGNATION,311,emotional/mental health,610,romantic interest,1
MOLDOVA,RESIGNATION,615,friend(s) or other family responsibility,,,4
MOLDOVA,RESIGNATION,615,friend(s) or other family responsibility,612,other career opportunity,1
MOLDOVA,RESIGNATION,615,friend(s) or other family responsibility,616,other personal/family related,3
MOLDOVA,RESIGNATION,611,further education,,,5
MOLDOVA,RESIGNATION,611,further education,213,matching skills with work assignment,1
MOLDOVA,RESIGNATION,611,further education,612,other career opportunity,1
MOLDOVA,RESIGNATION,611,further education,113,Peace Corps policies,1
MOLDOVA,RESIGNATION,611,further education,114,Peace Corps staff in country,1
MOLDOVA,RESIGNATION,611,further education,310,physical health,1
MOLDOVA,RESIGNATION,611,further education,610,romantic interest,1
MOLDOVA,RESIGNATION,411,host community/host family,,,1
MOLDOVA,RESIGNATION,411,host community/host family,710,resignation in lieu of administrative separation,1
MOLDOVA,RESIGNATION,212,host country counterpart/support,,,1
MOLDOVA,RESIGNATION,212,host country counterpart/support,410,host country culture,1
MOLDOVA,RESIGNATION,212,host country counterpart/support,616,other personal/family related,1
MOLDOVA,RESIGNATION,212,host country counterpart/support,310,physical health,1
MOLDOVA,RESIGNATION,212,host country counterpart/support,712,unrealistic expectations,1
MOLDOVA,RESIGNATION,410,host country culture,612,other career opportunity,1
MOLDOVA,RESIGNATION,410,host country culture,710,resignation in lieu of administrative separation,1
MOLDOVA,RESIGNATION,410,host country culture,712,unrealistic expectations,1
MOLDOVA,RESIGNATION,312,illegal substance,,,1
MOLDOVA,RESIGNATION,312,illegal substance,112,administrative support,1
MOLDOVA,RESIGNATION,400,Job Related,,,1
MOLDOVA,RESIGNATION,400,Job Related,500,Personal Safety,2
MOLDOVA,RESIGNATION,211,language skills,,,1
MOLDOVA,RESIGNATION,211,language skills,412,living arrangements/housing location,1
MOLDOVA,RESIGNATION,211,language skills,210,technical skills,2
MOLDOVA,RESIGNATION,412,living arrangements/housing location,,,2
MOLDOVA,RESIGNATION,213,matching skills with work assignment,,,3
MOLDOVA,RESIGNATION,213,matching skills with work assignment,311,emotional/mental health,2
MOLDOVA,RESIGNATION,213,matching skills with work assignment,615,friend(s) or other family responsibility,1
MOLDOVA,RESIGNATION,213,matching skills with work assignment,612,other career opportunity,2
MOLDOVA,RESIGNATION,213,matching skills with work assignment,616,other personal/family related,1
MOLDOVA,RESIGNATION,213,matching skills with work assignment,217,other program/work assignment,1
MOLDOVA,RESIGNATION,213,matching skills with work assignment,414,preferred another country/region,1
MOLDOVA,RESIGNATION,213,matching skills with work assignment,712,unrealistic expectations,1
MOLDOVA,RESIGNATION,300,Medical Concerns,,,3
MOLDOVA,RESIGNATION,111,medical support,,,3
MOLDOVA,RESIGNATION,111,medical support,716,other (please explain),1
MOLDOVA,RESIGNATION,111,medical support,221,other program/work related (please explain),1
MOLDOVA,RESIGNATION,111,medical support,310,physical health,1
MOLDOVA,RESIGNATION,600,Other,,,2
MOLDOVA,RESIGNATION,716,other (please explain),,,1
MOLDOVA,RESIGNATION,612,other career opportunity,,,22
MOLDOVA,RESIGNATION,612,other career opportunity,112,administrative support,1
MOLDOVA,RESIGNATION,612,other career opportunity,214,amount of work,3
MOLDOVA,RESIGNATION,612,other career opportunity,611,further education,1
MOLDOVA,RESIGNATION,612,other career opportunity,213,matching skills with work assignment,2
MOLDOVA,RESIGNATION,612,other career opportunity,616,other personal/family related,4
MOLDOVA,RESIGNATION,612,other career opportunity,310,physical health,1
MOLDOVA,RESIGNATION,415,other country assignment/adaptation,,,2
MOLDOVA,RESIGNATION,415,other country assignment/adaptation,217,other program/work assignment,1
MOLDOVA,RESIGNATION,415,other country assignment/adaptation,610,romantic interest,1
MOLDOVA,RESIGNATION,120,other family,,,1
MOLDOVA,RESIGNATION,120,other family,110,technical support,2
MOLDOVA,RESIGNATION,115,other Peace Corps support,,,2
MOLDOVA,RESIGNATION,115,other Peace Corps support,211,language skills,1
MOLDOVA,RESIGNATION,514,other personal safety,611,further education,1
MOLDOVA,RESIGNATION,616,other personal/family related,,,24
MOLDOVA,RESIGNATION,616,other personal/family related,311,emotional/mental health,2
MOLDOVA,RESIGNATION,616,other personal/family related,613,financial,2
MOLDOVA,RESIGNATION,616,other personal/family related,612,other career opportunity,1
MOLDOVA,RESIGNATION,616,other personal/family related,114,Peace Corps staff in country,1
MOLDOVA,RESIGNATION,616,other personal/family related,310,physical health,2
MOLDOVA,RESIGNATION,616,other personal/family related,614,spousal responsibility,2
MOLDOVA,RESIGNATION,217,other program/work assignment,,,4
MOLDOVA,RESIGNATION,217,other program/work assignment,311,emotional/mental health,2
MOLDOVA,RESIGNATION,217,other program/work assignment,410,host country culture,1
MOLDOVA,RESIGNATION,113,Peace Corps policies,,,2
MOLDOVA,RESIGNATION,114,Peace Corps staff in country,,,1
MOLDOVA,RESIGNATION,500,Personal Safety,,,1
MOLDOVA,RESIGNATION,100,Personal/Family,,,14
MOLDOVA,RESIGNATION,100,Personal/Family,200,Adaptation,4
MOLDOVA,RESIGNATION,100,Personal/Family,400,Job Related,2
MOLDOVA,RESIGNATION,100,Personal/Family,600,Other,1
MOLDOVA,RESIGNATION,310,physical health,,,11
MOLDOVA,RESIGNATION,310,physical health,311,emotional/mental health,2
MOLDOVA,RESIGNATION,310,physical health,616,other personal/family related,1
MOLDOVA,RESIGNATION,310,physical health,221,other program/work related (please explain),1
MOLDOVA,RESIGNATION,310,physical health,610,romantic interest,1
MOLDOVA,RESIGNATION,310,physical health,413,site location,1
MOLDOVA,RESIGNATION,414,preferred another country/region,616,other personal/family related,1
MOLDOVA,RESIGNATION,215,project/site development,610,romantic interest,1
MOLDOVA,RESIGNATION,710,resignation in lieu of administrative separation,,,10
MOLDOVA,RESIGNATION,710,resignation in lieu of administrative separation,113,Peace Corps policies,1
MOLDOVA,RESIGNATION,710,resignation in lieu of administrative separation,610,romantic interest,1
MOLDOVA,RESIGNATION,610,romantic interest,,,4
MOLDOVA,RESIGNATION,610,romantic interest,612,other career opportunity,2
MOLDOVA,RESIGNATION,610,romantic interest,616,other personal/family related,1
MOLDOVA,RESIGNATION,614,spousal responsibility,,,3
MOLDOVA,RESIGNATION,614,spousal responsibility,213,matching skills with work assignment,1
MOLDOVA,RESIGNATION,210,technical skills,,,1
MOLDOVA,RESIGNATION,210,technical skills,411,host community/host family,1
MOLDOVA,RESIGNATION,712,unrealistic expectations,,,7
MOLDOVA,RESIGNATION,712,unrealistic expectations,214,amount of work,1
MOLDOVA,RESIGNATION,712,unrealistic expectations,613,financial,1
MOLDOVA,RESIGNATION,712,unrealistic expectations,714,unable to adhere to Peace Corps policies,1
MOLDOVA,RESIGNATION,712,unrealistic expectations,715,use of illegal substance or misuse of alcohol,1
MOLDOVA,RESIGNATION,700,V/T Prefers Not to Respond,,,4
MONGOLIA,RESIGNATION,,,,,78
MONGOLIA,RESIGNATION,200,Adaptation,,,6
MONGOLIA,RESIGNATION,200,Adaptation,400,Job Related,1
MONGOLIA,RESIGNATION,200,Adaptation,100,Personal/Family,1
